date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:55:34	3498/3498	---M--	200	added ('OK')	image/png	etag:5d365e11b880e96e0fbca70bbba4b520	https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/PD-icon.svg/120px-PD-icon.svg.png	C:/ssl/python_documentaions/numpy_api/upload.wikimedia.org/wikipedia/commons/thumb/6/62/PD-icon.svg/120px-PD-icon.svg.png	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2026%20Apr%202025%2005:25:35%20GMT	https://en.wikipedia.org/wiki/en:public_domain	C:/ssl/python_documentaions/numpy_api/en.wikipedia.org/wiki/en_public_domain.8d5.delayed	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Composite_trapezoidal_rule_illustration.png/120px-Composite_trapezoidal_rule_illustration.png	C:/ssl/python_documentaions/numpy_api/upload.wikimedia.org/wikipedia/commons/thumb/4/42/Composite_trapezoidal_rule_illustration.png/120px-Composite_trapezoidal_rule_illustration.8d7.delayed	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:37	323274/323274	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Apr%202025%2017:57:36%20GMT	https://en.wikipedia.org/wiki/Public_domain	C:/ssl/python_documentaions/numpy_api/en.wikipedia.org/wiki/Public_domain.html	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:37	4678/4678	---M--	200	added ('OK')	image/png	etag:af1fe4d9c4e2cf3c558b6f48a7429895	https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Composite_trapezoidal_rule_illustration.png/120px-Composite_trapezoidal_rule_illustration.png	C:/ssl/python_documentaions/numpy_api/upload.wikimedia.org/wikipedia/commons/thumb/4/42/Composite_trapezoidal_rule_illustration.png/120px-Composite_trapezoidal_rule_illustration.png	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://upload.wikimedia.org/wikipedia/commons/archive/4/42/20070429224740%21Composite_trapezoidal_rule_illustration.png	C:/ssl/python_documentaions/numpy_api/upload.wikimedia.org/wikipedia/commons/archive/4/42/20070429224740!Composite_trapezoidal_rule_illustration.8da.delayed	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:39	52646/52646	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Apr%202025%2005:25:38%20GMT	https://en.wikipedia.org/wiki/User:Oleg_Alexandrov	C:/ssl/python_documentaions/numpy_api/en.wikipedia.org/wiki/User_Oleg_Alexandrov.html	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://upload.wikimedia.org/wikipedia/commons/thumb/archive/4/42/20070429224740%21Composite_trapezoidal_rule_illustration.png/120px-Composite_trapezoidal_rule_illustration.png	C:/ssl/python_documentaions/numpy_api/upload.wikimedia.org/wikipedia/commons/thumb/archive/4/42/20070429224740!Composite_trapezoidal_rule_illustration.png/120px-Composite_trapezoidal_rule_illustration.8dc.delayed	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:40	108845/108845	---M--	200	added ('OK')	image/png	etag:09b9f5951e6f6006ddd8106cead1dab1	https://upload.wikimedia.org/wikipedia/commons/archive/4/42/20070429224740%21Composite_trapezoidal_rule_illustration.png	C:/ssl/python_documentaions/numpy_api/upload.wikimedia.org/wikipedia/commons/archive/4/42/20070429224740!Composite_trapezoidal_rule_illustration.png	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:40	4276/4276	---M--	200	added ('OK')	image/png	etag:81094fe5a8371347e1d1057279cb4391	https://upload.wikimedia.org/wikipedia/commons/thumb/archive/4/42/20070429224740%21Composite_trapezoidal_rule_illustration.png/120px-Composite_trapezoidal_rule_illustration.png	C:/ssl/python_documentaions/numpy_api/upload.wikimedia.org/wikipedia/commons/thumb/archive/4/42/20070429224740!Composite_trapezoidal_rule_illustration.png/120px-Composite_trapezoidal_rule_illustration.png	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://upload.wikimedia.org/wikipedia/commons/archive/4/42/20070429163712%21Composite_trapezoidal_rule_illustration.png	C:/ssl/python_documentaions/numpy_api/upload.wikimedia.org/wikipedia/commons/archive/4/42/20070429163712!Composite_trapezoidal_rule_illustration.8de.delayed	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://upload.wikimedia.org/wikipedia/commons/thumb/archive/4/42/20070429163712%21Composite_trapezoidal_rule_illustration.png/120px-Composite_trapezoidal_rule_illustration.png	C:/ssl/python_documentaions/numpy_api/upload.wikimedia.org/wikipedia/commons/thumb/archive/4/42/20070429163712!Composite_trapezoidal_rule_illustration.png/120px-Composite_trapezoidal_rule_illustration.8e0.delayed	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:42	107672/107672	---M--	200	added ('OK')	image/png	etag:daead3ec74ebc2f870b7251acfc231ed	https://upload.wikimedia.org/wikipedia/commons/archive/4/42/20070429163712%21Composite_trapezoidal_rule_illustration.png	C:/ssl/python_documentaions/numpy_api/upload.wikimedia.org/wikipedia/commons/archive/4/42/20070429163712!Composite_trapezoidal_rule_illustration.png	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:43	4429/4429	---M--	200	added ('OK')	image/png	etag:0930d764d10c395641aaf261304a97a0	https://upload.wikimedia.org/wikipedia/commons/thumb/archive/4/42/20070429163712%21Composite_trapezoidal_rule_illustration.png/120px-Composite_trapezoidal_rule_illustration.png	C:/ssl/python_documentaions/numpy_api/upload.wikimedia.org/wikipedia/commons/thumb/archive/4/42/20070429163712!Composite_trapezoidal_rule_illustration.png/120px-Composite_trapezoidal_rule_illustration.png	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://upload.wikimedia.org/wikipedia/commons/archive/4/42/20070429163342%21Composite_trapezoidal_rule_illustration.png	C:/ssl/python_documentaions/numpy_api/upload.wikimedia.org/wikipedia/commons/archive/4/42/20070429163342!Composite_trapezoidal_rule_illustration.8e2.delayed	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://upload.wikimedia.org/wikipedia/commons/thumb/archive/4/42/20070429163342%21Composite_trapezoidal_rule_illustration.png/120px-Composite_trapezoidal_rule_illustration.png	C:/ssl/python_documentaions/numpy_api/upload.wikimedia.org/wikipedia/commons/thumb/archive/4/42/20070429163342!Composite_trapezoidal_rule_illustration.png/120px-Composite_trapezoidal_rule_illustration.8e4.delayed	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:45	107473/107473	---M--	200	added ('OK')	image/png	etag:8fbeb6aac0414e27eedc4c116e75f2ac	https://upload.wikimedia.org/wikipedia/commons/archive/4/42/20070429163342%21Composite_trapezoidal_rule_illustration.png	C:/ssl/python_documentaions/numpy_api/upload.wikimedia.org/wikipedia/commons/archive/4/42/20070429163342!Composite_trapezoidal_rule_illustration.png	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:46	4390/4390	---M--	200	added ('OK')	image/png	etag:2be566259441b9035afc89b27a3a0f6e	https://upload.wikimedia.org/wikipedia/commons/thumb/archive/4/42/20070429163342%21Composite_trapezoidal_rule_illustration.png/120px-Composite_trapezoidal_rule_illustration.png	C:/ssl/python_documentaions/numpy_api/upload.wikimedia.org/wikipedia/commons/thumb/archive/4/42/20070429163342!Composite_trapezoidal_rule_illustration.png/120px-Composite_trapezoidal_rule_illustration.png	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://upload.wikimedia.org/wikipedia/commons/archive/4/42/20070429163238%21Composite_trapezoidal_rule_illustration.png	C:/ssl/python_documentaions/numpy_api/upload.wikimedia.org/wikipedia/commons/archive/4/42/20070429163238!Composite_trapezoidal_rule_illustration.8e6.delayed	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://upload.wikimedia.org/wikipedia/commons/thumb/archive/4/42/20070429163238%21Composite_trapezoidal_rule_illustration.png/120px-Composite_trapezoidal_rule_illustration.png	C:/ssl/python_documentaions/numpy_api/upload.wikimedia.org/wikipedia/commons/thumb/archive/4/42/20070429163238!Composite_trapezoidal_rule_illustration.png/120px-Composite_trapezoidal_rule_illustration.8e8.delayed	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:47	106779/106779	---M--	200	added ('OK')	image/png	etag:31efa76b22d1d16b2616d5f12e4aa95c	https://upload.wikimedia.org/wikipedia/commons/archive/4/42/20070429163238%21Composite_trapezoidal_rule_illustration.png	C:/ssl/python_documentaions/numpy_api/upload.wikimedia.org/wikipedia/commons/archive/4/42/20070429163238!Composite_trapezoidal_rule_illustration.png	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:48	4175/4175	---M--	200	added ('OK')	image/png	etag:8d0f3e2b513722a3532ea65bffdc3974	https://upload.wikimedia.org/wikipedia/commons/thumb/archive/4/42/20070429163238%21Composite_trapezoidal_rule_illustration.png/120px-Composite_trapezoidal_rule_illustration.png	C:/ssl/python_documentaions/numpy_api/upload.wikimedia.org/wikipedia/commons/thumb/archive/4/42/20070429163238!Composite_trapezoidal_rule_illustration.png/120px-Composite_trapezoidal_rule_illustration.png	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:49	116049/116049	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2020:20:19%20GMT	https://en.wikipedia.org/wiki/Category:Numerical_analysis	C:/ssl/python_documentaions/numpy_api/en.wikipedia.org/wiki/Category_Numerical_analysis.html	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:51	1064604/1064604	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Apr%202025%2001:53:31%20GMT	https://en.wikipedia.org/wiki/Talk:Mathematics/Archive_12	C:/ssl/python_documentaions/numpy_api/en.wikipedia.org/wiki/Talk_Mathematics/Archive_12.html	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:52	89902/89902	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Apr%202025%2017:30:28%20GMT	https://en.wikipedia.org/wiki/User:Oleg_Alexandrov/Pictures	C:/ssl/python_documentaions/numpy_api/en.wikipedia.org/wiki/User_Oleg_Alexandrov/Pictures.html	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:55:53	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2026%20Apr%202025%2005:25:52%20GMT	https://en.wikipedia.org/wiki/Special:CentralAutoLogin/start?type=1x1&usesul3=1	C:/ssl/python_documentaions/numpy_api/en.wikipedia.org/wiki/Special_CentralAutoLogin/start.8ed4fba.delayed	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:56:04	136476/136476	---MCZ	200	added ('OK')	text/html	date:Thu,%2017%20Apr%202025%2014:22:36%20GMT	https://en.wikipedia.org/wiki/Wikipedia:General_disclaimer	C:/ssl/python_documentaions/numpy_api/en.wikipedia.org/wiki/Wikipedia_General_disclaimer.html	(from https://en.wikipedia.org/wiki/File:Composite_trapezoidal_rule_illustration.png)
10:56:16	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2026%20Apr%202025%2005:26:15%20GMT	https://numpy.org/doc/stable/reference/generated/reference/generated/numpy.poly1d.c	C:/ssl/python_documentaions/numpy_api/numpy.org/doc/stable/reference/generated/reference/generated/numpy.poly1d.8ef.delayed	(from https://numpy.org/doc/stable/reference/generated/numpy.poly1d.c.html)
10:56:23	6518/6518	---M--	200	added ('OK')	image/png	etag:%22678d7920-1976%22	https://numpy.org/doc/stable/_images/numpy-random-Generator-beta-1.png	C:/ssl/python_documentaions/numpy_api/numpy.org/doc/stable/_images/numpy-random-Generator-beta-1.png	(from https://numpy.org/doc/stable/reference/random/generated/numpy.random.Generator.beta.html)
10:56:24	10264/10264	---M--	200	added ('OK')	image/png	etag:%22678d7920-2818%22	https://numpy.org/doc/stable/_images/numpy-random-Generator-binomial-1.png	C:/ssl/python_documentaions/numpy_api/numpy.org/doc/stable/_images/numpy-random-Generator-binomial-1.png	(from https://numpy.org/doc/stable/reference/random/generated/numpy.random.Generator.binomial.html)
10:56:24	12810/12810	---M--	200	added ('OK')	image/png	etag:%22678d7921-320a%22	https://numpy.org/doc/stable/_images/numpy-random-Generator-chisquare-1.png	C:/ssl/python_documentaions/numpy_api/numpy.org/doc/stable/_images/numpy-random-Generator-chisquare-1.png	(from https://numpy.org/doc/stable/reference/random/generated/numpy.random.Generator.chisquare.html)
10:56:24	6526/6526	---M--	200	added ('OK')	image/png	etag:%22678d7921-197e%22	https://numpy.org/doc/stable/_images/numpy-random-Generator-dirichlet-1.png	C:/ssl/python_documentaions/numpy_api/numpy.org/doc/stable/_images/numpy-random-Generator-dirichlet-1.png	(from https://numpy.org/doc/stable/reference/random/generated/numpy.random.Generator.dirichlet.html)
10:56:25	9206/9206	---M--	200	added ('OK')	image/png	etag:%22678d7920-23f6%22	https://numpy.org/doc/stable/_images/numpy-random-Generator-exponential-1.png	C:/ssl/python_documentaions/numpy_api/numpy.org/doc/stable/_images/numpy-random-Generator-exponential-1.png	(from https://numpy.org/doc/stable/reference/random/generated/numpy.random.Generator.exponential.html)
10:56:25	10974/10974	---M--	200	added ('OK')	image/png	etag:%22678d7920-2ade%22	https://numpy.org/doc/stable/_images/numpy-random-Generator-f-1.png	C:/ssl/python_documentaions/numpy_api/numpy.org/doc/stable/_images/numpy-random-Generator-f-1.png	(from https://numpy.org/doc/stable/reference/random/generated/numpy.random.Generator.f.html)
10:56:26	11584/11584	---M--	200	added ('OK')	image/png	etag:%22678d7920-2d40%22	https://numpy.org/doc/stable/_images/numpy-random-Generator-gamma-1.png	C:/ssl/python_documentaions/numpy_api/numpy.org/doc/stable/_images/numpy-random-Generator-gamma-1.png	(from https://numpy.org/doc/stable/reference/random/generated/numpy.random.Generator.gamma.html)
10:56:26	8177/8177	---M--	200	added ('OK')	image/png	etag:%22678d7920-1ff1%22	https://numpy.org/doc/stable/_images/numpy-random-Generator-geometric-1.png	C:/ssl/python_documentaions/numpy_api/numpy.org/doc/stable/_images/numpy-random-Generator-geometric-1.png	(from https://numpy.org/doc/stable/reference/random/generated/numpy.random.Generator.geometric.html)
10:56:27	12217/12217	---M--	200	added ('OK')	image/png	etag:%22678d7920-2fb9%22	https://numpy.org/doc/stable/_images/numpy-random-Generator-gumbel-1_00_00.png	C:/ssl/python_documentaions/numpy_api/numpy.org/doc/stable/_images/numpy-random-Generator-gumbel-1_00_00.png	(from https://numpy.org/doc/stable/reference/random/generated/numpy.random.Generator.gumbel.html)
10:56:27	17798/17798	---M--	200	added ('OK')	image/png	etag:%22678d7920-4586%22	https://numpy.org/doc/stable/_images/numpy-random-Generator-gumbel-1_01_00.png	C:/ssl/python_documentaions/numpy_api/numpy.org/doc/stable/_images/numpy-random-Generator-gumbel-1_01_00.png	(from https://numpy.org/doc/stable/reference/random/generated/numpy.random.Generator.gumbel.html)
10:56:28	14089/14089	---M--	200	added ('OK')	image/png	etag:%22678d7920-3709%22	https://numpy.org/doc/stable/_images/numpy-random-Generator-laplace-1.png	C:/ssl/python_documentaions/numpy_api/numpy.org/doc/stable/_images/numpy-random-Generator-laplace-1.png	(from https://numpy.org/doc/stable/reference/random/generated/numpy.random.Generator.laplace.html)
10:56:28	13609/13609	---M--	200	added ('OK')	image/png	etag:%22678d7921-3529%22	https://numpy.org/doc/stable/_images/numpy-random-Generator-logistic-1.png	C:/ssl/python_documentaions/numpy_api/numpy.org/doc/stable/_images/numpy-random-Generator-logistic-1.png	(from https://numpy.org/doc/stable/reference/random/generated/numpy.random.Generator.logistic.html)
10:56:28	12241/12241	---M--	200	added ('OK')	image/png	etag:%22678d7920-2fd1%22	https://numpy.org/doc/stable/_images/numpy-random-Generator-lognormal-1_00_00.png	C:/ssl/python_documentaions/numpy_api/numpy.org/doc/stable/_images/numpy-random-Generator-lognormal-1_00_00.png	(from https://numpy.org/doc/stable/reference/random/generated/numpy.random.Generator.lognormal.html)
10:56:29	11769/11769	---M--	200	added ('OK')	image/png	etag:%22678d7920-2df9%22	https://numpy.org/doc/stable/_images/numpy-random-Generator-lognormal-1_01_00.png	C:/ssl/python_documentaions/numpy_api/numpy.org/doc/stable/_images/numpy-random-Generator-lognormal-1_01_00.png	(from https://numpy.org/doc/stable/reference/random/generated/numpy.random.Generator.lognormal.html)
10:56:29	11378/11378	---M--	200	added ('OK')	image/png	etag:%22678d7920-2c72%22	https://numpy.org/doc/stable/_images/numpy-random-Generator-logseries-1.png	C:/ssl/python_documentaions/numpy_api/numpy.org/doc/stable/_images/numpy-random-Generator-logseries-1.png	(from https://numpy.org/doc/stable/reference/random/generated/numpy.random.Generator.logseries.html)
10:56:30	32229/32229	---M--	200	added ('OK')	image/png	etag:%22678d7920-7de5%22	https://numpy.org/doc/stable/_images/numpy-random-Generator-multivariate_normal-1.png	C:/ssl/python_documentaions/numpy_api/numpy.org/doc/stable/_images/numpy-random-Generator-multivariate_normal-1.png	(from https://numpy.org/doc/stable/reference/random/generated/numpy.random.Generator.multivariate_normal.html)
10:56:30	6451/6451	---M--	200	added ('OK')	image/png	etag:%22678d7921-1933%22	https://numpy.org/doc/stable/_images/numpy-random-Generator-noncentral_chisquare-1_00_00.png	C:/ssl/python_documentaions/numpy_api/numpy.org/doc/stable/_images/numpy-random-Generator-noncentral_chisquare-1_00_00.png	(from https://numpy.org/doc/stable/reference/random/generated/numpy.random.Generator.noncentral_chisquare.html)
10:56:30	8671/8671	---M--	200	added ('OK')	image/png	etag:%22678d7921-21df%22	https://numpy.org/doc/stable/_images/numpy-random-Generator-noncentral_chisquare-1_01_00.png	C:/ssl/python_documentaions/numpy_api/numpy.org/doc/stable/_images/numpy-random-Generator-noncentral_chisquare-1_01_00.png	(from https://numpy.org/doc/stable/reference/random/generated/numpy.random.Generator.noncentral_chisquare.html)
